File  .text     Size                      Crate Name
0.0%   0.0%      10B                embassy_usb embassy_usb::msos::MsOsDescriptorSet::vendor_code
0.0%   0.0%      10B                embassy_usb embassy_usb::descriptor::DescriptorWriter::position
0.0%   0.0%      10B                embassy_usb embassy_usb::class::cdc_acm::Control::shared
0.0%   0.0%      10B                       log? <log::Level as core::clone::Clone>::clone
0.0%   0.0%      10B                        log log::__private_api::loc
0.0%   0.0%      10B                        log <log::NopLogger as log::Log>::log
0.0%   0.0%      10B                        log log::Metadata::builder
0.0%   0.0%      10B                        log log::Record::builder
0.0%   0.0%      10B                        std core::panic::location::Location::caller
0.0%   0.0%      10B                        std core::panic::location::Location::line
0.0%   0.0%      10B                        log core::cell::Cell<T>::get
0.0%   0.0%      10B      linked_list_allocator <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      10B                        std core::alloc::layout::Layout::size
0.0%   0.0%      10B             embedded_alloc <core::cell::RefMut<T> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B             embedded_alloc critical_section::mutex::Mutex<T>::borrow
0.0%   0.0%      10B                   heapless heapless::vec::Vec<T,_>::capacity
0.0%   0.0%      10B                   heapless heapless::vec::Vec<T,_>::capacity
0.0%   0.0%      10B                embassy_usb embassy_usb::UsbDevice<D>::handle_control_in::{{closure}}::{{closure}}
0.0%   0.0%      10B                       std? <core::result::Result<T,E> as embassy_executor::fmt::Try>::into_result
0.0%   0.0%      10B                       std? <core::result::Result<T,E> as embassy_sync::fmt::Try>::into_result
0.0%   0.0%      10B                       std? <core::result::Result<T,E> as embassy_sync::fmt::Try>::into_result
0.0%   0.0%      10B                       std? <core::result::Result<T,E> as embassy_sync::fmt::Try>::into_result
0.0%   0.0%      10B                        log log::Record::metadata
0.0%   0.0%      10B                        log log::Record::args
0.0%   0.0%      10B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      10B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      10B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      10B                        std core::future::poll_fn::poll_fn
0.0%   0.0%      10B                        std core::future::poll_fn::poll_fn
0.0%   0.0%      10B                        std core::iter::traits::iterator::Iterator::collect
0.0%   0.0%      10B                embassy_usb embassy_usb::builder::InterfaceBuilder<D>::interface_number
0.0%   0.0%      10B           critical_section critical_section::mutex::Mutex<T>::borrow
0.0%   0.0%      10B           critical_section critical_section::mutex::Mutex<T>::borrow
0.0%   0.0%      10B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::max_packet_size
0.0%   0.0%      10B                embassy_rp? <embassy_rp::usb::Endpoint<T,embassy_rp::usb::Out> as embassy_usb_driver::Endpoint>::info
0.0%   0.0%      10B                embassy_rp? <embassy_rp::usb::Endpoint<T,embassy_rp::usb::In> as embassy_usb_driver::Endpoint>::info
0.0%   0.0%      10B                        std core::mem::forget
0.0%   0.0%      10B                        std core::mem::drop
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::Deref>::deref
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::Deref>::deref
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::Deref>::deref
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::Deref>::deref
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::Deref>::deref
0.0%   0.0%      10B                        std <core::cell::RefMut<T> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B                        std <core::cell::RefMut<T> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B                        std <core::cell::RefMut<T> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B                        std <core::cell::RefMut<T> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B                        std core::cell::Cell<T>::get
0.0%   0.0%      10B                        std core::cell::Cell<T>::get
0.0%   0.0%      10B        embassy_usb_driver? <embassy_usb_driver::EndpointAddress as core::convert::From<u8>>::from
0.0%   0.0%      10B                        std core::alloc::layout::Layout::size
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::Deref>::deref
0.0%   0.0%      10B                  [Unknown] SWI_IRQ_0
0.0%   0.0%      10B                  [Unknown] USBCTRL_IRQ
0.0%   0.0%      10B                  [Unknown] PIO0_IRQ_0
0.0%   0.0%      10B                        std core::ptr::const_ptr::<impl *const T>::read
0.0%   0.0%      10B                 embassy_rp embassy_rp::relocate::RelocatedProgram<_>::origin
0.0%   0.0%      10B                        std core::task::wake::Context::waker
0.0%   0.0%      10B                        std <core::option::Option<T> as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      10B            embassy_futures embassy_futures::join::join
0.0%   0.0%      10B            embassy_futures embassy_futures::join::join
0.0%   0.0%      10B                        std core::f64::<impl f64>::to_bits
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      10B                        std <&mut T as core::ops::deref::Deref>::deref
0.0%   0.0%       8B                        std core::slice::index::slice_index_order_fail
0.0%   0.0%       8B                        std core::slice::index::slice_end_index_len_fail
0.0%   0.0%       8B                        std core::slice::index::slice_start_index_len_fail
0.0%   0.0%       8B           embassy_executor embassy_executor::spawner::SendSpawner::new
0.0%   0.0%       8B           embassy_executor embassy_executor::spawner::Spawner::new
0.0%   0.0%       8B           embassy_executor embassy_executor::raw::Executor::wrap
0.0%   0.0%       8B           embassy_executor embassy_executor::raw::poll_exited
0.0%   0.0%       8B           embassy_executor embassy_executor::raw::waker::drop
0.0%   0.0%       8B           embassy_executor core::cell::Cell<T>::new
0.0%   0.0%       8B                 embassy_rp fixed::FixedI32<Frac>::from_bits
0.0%   0.0%       8B                 embassy_rp fixed::FixedI32<Frac>::to_bits
0.0%   0.0%       8B                 embassy_rp embassy_rp::pre_init::{{closure}}
0.0%   0.0%       8B                 embassy_rp embassy_rp::pre_init::{{closure}}
0.0%   0.0%       8B                 embassy_rp <embassy_hal_internal::peripheral::PeripheralRef<T> as core::ops::deref::Deref>::deref
0.0%   0.0%       8B                 embassy_rp <embassy_rp::peripherals::USB as embassy_rp::usb::SealedInstance>::dpram
0.0%   0.0%       8B                 embassy_rp <embassy_rp::peripherals::USB as embassy_rp::usb::SealedInstance>::regs
0.0%   0.0%       8B                embassy_usb embassy_usb::descriptor_reader::Reader::read_descriptors
0.0%   0.0%       8B                        log <log::NopLogger as log::Log>::flush
0.0%   0.0%       8B                       libm core::f32::<impl f32>::from_bits
0.0%   0.0%       8B                       libm core::f32::<impl f32>::to_bits
0.0%   0.0%       8B                  [Unknown] __rust_alloc_error_handler
0.0%   0.0%       8B                embassy_rp? <embassy_rp::gpio::Flex as core::ops::drop::Drop>::drop::{{closure}}
0.0%   0.0%       8B                      fixed fixed::FixedU32<Frac>::from_bits
0.0%   0.0%       8B                      fixed fixed::FixedU32<Frac>::from_bits
0.0%   0.0%       8B                      fixed fixed::FixedU32<Frac>::to_bits
0.0%   0.0%       8B                      fixed fixed::FixedU32<Frac>::to_bits
0.0%   0.0%       8B        embassy_usb_logger? <embassy_usb_logger::UsbLogger<_,T> as log::Log>::flush
0.0%   0.0%       8B                        std <core::ptr::non_null::NonNull<T> as core::convert::From<&T>>::from
0.0%   0.0%       8B                        std <core::ptr::non_null::NonNull<T> as core::convert::From<&T>>::from
0.0%   0.0%       8B                        std <core::ptr::non_null::NonNull<T> as core::convert::From<&T>>::from
0.0%   0.0%       8B                        std <core::ptr::non_null::NonNull<T> as core::convert::From<&T>>::from
0.0%   0.0%       8B                        std <core::ptr::non_null::NonNull<T> as core::convert::From<&T>>::from
0.0%   0.0%       8B                        std core::ptr::non_null::NonNull<T>::cast
0.0%   0.0%       8B                        std core::ptr::non_null::NonNull<T>::cast
0.0%   0.0%       8B                        std core::ptr::non_null::NonNull<T>::cast
0.0%   0.0%       8B                        std core::ptr::non_null::NonNull<T>::cast
0.0%   0.0%       8B                        std core::ptr::non_null::NonNull<T>::cast
0.0%   0.0%       8B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       8B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       8B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       8B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       8B                        std core::future::poll_fn::poll_fn
0.0%   0.0%       8B                        std core::future::poll_fn::poll_fn
0.0%   0.0%       8B                        std core::future::poll_fn::poll_fn
0.0%   0.0%       8B                        std core::future::poll_fn::poll_fn
0.0%   0.0%       8B                 embassy_rp embassy_rp::pio::SealedInstance::wakers
0.0%   0.0%       8B                 embassy_rp embassy_rp::pio::SealedInstance::state
0.0%   0.0%       8B                        std <I as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%       8B                        std core::mem::forget
0.0%   0.0%       8B                        std core::mem::forget
0.0%   0.0%       8B                        std core::mem::forget
0.0%   0.0%       8B                        std core::mem::forget
0.0%   0.0%       8B                        std core::mem::forget
0.0%   0.0%       8B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       8B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       8B               embassy_sync embassy_sync::channel::Channel<M,T,_>::receive
0.0%   0.0%       8B               embassy_sync embassy_sync::channel::Channel<M,T,_>::receive
0.0%   0.0%       8B                  cnc_brain cnc_brain::__controller_task
0.0%   0.0%       8B                  [Unknown] main
0.0%   0.0%       8B      embassy_hal_internal? <embassy_hal_internal::peripheral::PeripheralRef<T> as core::ops::deref::Deref>::deref
0.0%   0.0%       8B      embassy_hal_internal? <embassy_hal_internal::peripheral::PeripheralRef<T> as core::ops::deref::Deref>::deref
0.0%   0.0%       8B      embassy_hal_internal? <embassy_hal_internal::peripheral::PeripheralRef<T> as core::ops::deref::Deref>::deref
0.0%   0.0%       8B      embassy_hal_internal? <embassy_hal_internal::peripheral::PeripheralRef<T> as core::ops::deref::Deref>::deref
0.0%   0.0%       8B                embassy_rp? <embassy_rp::peripherals::DMA_CH0 as embassy_hal_internal::peripheral::Peripheral>::clone_unch...
0.0%   0.0%       8B                embassy_rp? <embassy_rp::peripherals::PIN_25 as embassy_hal_internal::peripheral::Peripheral>::clone_unche...
0.0%   0.0%       8B                embassy_rp? <embassy_rp::peripherals::PIN_1 as embassy_hal_internal::peripheral::Peripheral>::clone_unchecked
0.0%   0.0%       8B                embassy_rp? <embassy_rp::peripherals::PIN_0 as embassy_hal_internal::peripheral::Peripheral>::clone_unchecked
0.0%   0.0%       8B                 embassy_rp embassy_rp::pio::StateMachine<PIO,_>::tx
0.0%   0.0%       6B           embassy_executor core::future::poll_fn::poll_fn
0.0%   0.0%       6B                 embassy_rp core::mem::forget
0.0%   0.0%       6B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       6B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       6B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       6B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%       6B                        std core::future::poll_fn::poll_fn
